,Unnamed: 0,category,headline,authors,link,short descr,date,image_caption(s),image_link(s),headline,short descr,image caption
49,49.0,ENTERTAINMENT,Julianna Margulies Uses Donald Trump Poop Bags To Pick Up After Her Dog,Ron Dicker,https://www.huffingtonpost.com/entry/julianna-margulies-trump-poop-bag_us_5b093ec2e4b0fdb2aa53df70,"The ""Dietland"" actress said using the bags is a ""really cathartic, therapeutic moment.""",2018-05-26,,https://img.huffingtonpost.com/asset/62bb42f12500000a38474c6a.jpeg?cache=2rpzBgHXMJ&ops=92_92,2.694926024560118e-06,0.00728444941341877,0.9927127957344055
50,50.0,ENTERTAINMENT,Morgan Freeman 'Devastated' That Sexual Harassment Claims Could Undermine Legacy,Ron Dicker,https://www.huffingtonpost.com/entry/morgan-freeman-devastated-sexual-misconduct_us_5b096319e4b0802d69cba298,"""It is not right to equate horrific incidents of sexual assault with misplaced compliments or humor,"" he said in a statement.",2018-05-26,Ron Dicker,https://img.huffingtonpost.com/asset/5cd400b62100005900d41396.jpg?ops=100_100,0.6248103380203247,4.33115528721828e-05,0.37514638900756836
51,51.0,ENTERTAINMENT,Morgan Freeman 'Devastated' That Sexual Harassment Claims Could Undermine Legacy,Ron Dicker,https://www.huffingtonpost.com/entry/morgan-freeman-devastated-sexual-misconduct_us_5b096319e4b0802d69cba298,"""It is not right to equate horrific incidents of sexual assault with misplaced compliments or humor,"" he said in a statement.",2018-05-26,Morgan Freeman has been accused of sexual harassment by several women.,https://img.huffingtonpost.com/asset/5b0978ac2000004200b92a32.jpeg?ops=scalefit_720_noupscale,0.004939146805554628,0.18254519999027252,0.0
52,52.0,ENTERTAINMENT,Morgan Freeman 'Devastated' That Sexual Harassment Claims Could Undermine Legacy,Ron Dicker,https://www.huffingtonpost.com/entry/morgan-freeman-devastated-sexual-misconduct_us_5b096319e4b0802d69cba298,"""It is not right to equate horrific incidents of sexual assault with misplaced compliments or humor,"" he said in a statement.",2018-05-26,,https://img.huffingtonpost.com/asset/5beb23a0200000ce050292ad.jpeg?ops=scalefit_960_noupscale,9.15632867304339e-08,0.0002474977227393538,0.9997524619102478
53,53.0,ENTERTAINMENT,Morgan Freeman 'Devastated' That Sexual Harassment Claims Could Undermine Legacy,Ron Dicker,https://www.huffingtonpost.com/entry/morgan-freeman-devastated-sexual-misconduct_us_5b096319e4b0802d69cba298,"""It is not right to equate horrific incidents of sexual assault with misplaced compliments or humor,"" he said in a statement.",2018-05-26,"Ron Dicker - General Assignment Reporter, HuffPost",https://img.huffingtonpost.com/asset/5cd400b62100005900d41396.jpg?ops=100_100,0.028638198971748352,0.9458126425743103,0.0
54,54.0,ENTERTAINMENT,Morgan Freeman 'Devastated' That Sexual Harassment Claims Could Undermine Legacy,Ron Dicker,https://www.huffingtonpost.com/entry/morgan-freeman-devastated-sexual-misconduct_us_5b096319e4b0802d69cba298,"""It is not right to equate horrific incidents of sexual assault with misplaced compliments or humor,"" he said in a statement.",2018-05-26,,https://img.huffingtonpost.com/asset/62bb3d1d250000845032edbe.jpeg?ops=92_92,7.600859680678695e-05,0.9998235106468201,0.0
55,55.0,ENTERTAINMENT,Morgan Freeman 'Devastated' That Sexual Harassment Claims Could Undermine Legacy,Ron Dicker,https://www.huffingtonpost.com/entry/morgan-freeman-devastated-sexual-misconduct_us_5b096319e4b0802d69cba298,"""It is not right to equate horrific incidents of sexual assault with misplaced compliments or humor,"" he said in a statement.",2018-05-26,,https://img.huffingtonpost.com/asset/62bae6ed210000bf375ee937.jpeg?cache=XvO6LwHdKL&ops=92_92,0.00022498430917039514,0.9707938432693481,0.0
56,56.0,ENTERTAINMENT,Morgan Freeman 'Devastated' That Sexual Harassment Claims Could Undermine Legacy,Ron Dicker,https://www.huffingtonpost.com/entry/morgan-freeman-devastated-sexual-misconduct_us_5b096319e4b0802d69cba298,"""It is not right to equate horrific incidents of sexual assault with misplaced compliments or humor,"" he said in a statement.",2018-05-26,,https://img.huffingtonpost.com/asset/62bad7102500002549474bca.jpeg?cache=DmFZo6tnRV&ops=92_92,0.0027749999426305294,0.9949085116386414,0.0
57,57.0,ENTERTAINMENT,Morgan Freeman 'Devastated' That Sexual Harassment Claims Could Undermine Legacy,Ron Dicker,https://www.huffingtonpost.com/entry/morgan-freeman-devastated-sexual-misconduct_us_5b096319e4b0802d69cba298,"""It is not right to equate horrific incidents of sexual assault with misplaced compliments or humor,"" he said in a statement.",2018-05-26,,https://img.huffingtonpost.com/asset/62bb42f12500000a38474c6a.jpeg?cache=2rpzBgHXMJ&ops=92_92,7.683583680773154e-05,0.8928027749061584,0.0
58,58.0,ENTERTAINMENT,Morgan Freeman 'Devastated' That Sexual Harassment Claims Could Undermine Legacy,Ron Dicker,https://www.huffingtonpost.com/entry/morgan-freeman-devastated-sexual-misconduct_us_5b096319e4b0802d69cba298,"""It is not right to equate horrific incidents of sexual assault with misplaced compliments or humor,"" he said in a statement.",2018-05-26,,https://img.huffingtonpost.com/asset/62bacdd82500000745474bc0.jpeg?ops=92_92,0.01315532810986042,0.804566502571106,0.0
59,59.0,ENTERTAINMENT,Morgan Freeman 'Devastated' That Sexual Harassment Claims Could Undermine Legacy,Ron Dicker,https://www.huffingtonpost.com/entry/morgan-freeman-devastated-sexual-misconduct_us_5b096319e4b0802d69cba298,"""It is not right to equate horrific incidents of sexual assault with misplaced compliments or humor,"" he said in a statement.",2018-05-26,,https://img.huffingtonpost.com/asset/62bb083f210000744f5ee967.jpeg?cache=fDTPw8dBXb&ops=434_244%2Cquality_75,1.9233189050282817e-06,0.004723809193819761,0.9952741861343384
60,60.0,ENTERTAINMENT,Donald Trump Is Lovin' New McDonald's Jingle In 'Tonight Show' Bit,Ron Dicker,https://www.huffingtonpost.com/entry/donald-trump-mcondalds-tonight-show_us_5b093561e4b0fdb2aa53daba,"It's catchy, all right.",2018-05-26,Ron Dicker,https://img.huffingtonpost.com/asset/5cd400b62100005900d41396.jpg?ops=100_100,0.864300012588501,0.06727641820907593,0.0
61,61.0,ENTERTAINMENT,Donald Trump Is Lovin' New McDonald's Jingle In 'Tonight Show' Bit,Ron Dicker,https://www.huffingtonpost.com/entry/donald-trump-mcondalds-tonight-show_us_5b093561e4b0fdb2aa53daba,"It's catchy, all right.",2018-05-26,,https://img.huffingtonpost.com/asset/62b4490a220000371d4f7733.png?cache=0mFIua8Twh&ops=210_120,0.920343816280365,0.07143401354551315,0.0
62,62.0,ENTERTAINMENT,Donald Trump Is Lovin' New McDonald's Jingle In 'Tonight Show' Bit,Ron Dicker,https://www.huffingtonpost.com/entry/donald-trump-mcondalds-tonight-show_us_5b093561e4b0fdb2aa53daba,"It's catchy, all right.",2018-05-26,,https://img.huffingtonpost.com/asset/62b3e0c4210000be375ee1a0.jpg?cache=t8P57DwIZv&ops=210_120,0.00038317928556352854,0.07876130938529968,0.0
63,63.0,ENTERTAINMENT,Donald Trump Is Lovin' New McDonald's Jingle In 'Tonight Show' Bit,Ron Dicker,https://www.huffingtonpost.com/entry/donald-trump-mcondalds-tonight-show_us_5b093561e4b0fdb2aa53daba,"It's catchy, all right.",2018-05-26,,https://img.huffingtonpost.com/asset/62b357c22500006e3a32e5a3.jpeg?ops=210_120,0.0002544078743085265,0.0011259311577305198,0.9986196756362915
64,64.0,ENTERTAINMENT,Donald Trump Is Lovin' New McDonald's Jingle In 'Tonight Show' Bit,Ron Dicker,https://www.huffingtonpost.com/entry/donald-trump-mcondalds-tonight-show_us_5b093561e4b0fdb2aa53daba,"It's catchy, all right.",2018-05-26,McFizz Sakuranbo -- Japan,https://img.huffingtonpost.com/asset/59526b29290000bc0f3b152e.jpeg?ops=scalefit_960_noupscale,6.518455109016941e-08,0.00016009790124371648,0.9998397827148438
65,65.0,ENTERTAINMENT,Donald Trump Is Lovin' New McDonald's Jingle In 'Tonight Show' Bit,Ron Dicker,https://www.huffingtonpost.com/entry/donald-trump-mcondalds-tonight-show_us_5b093561e4b0fdb2aa53daba,"It's catchy, all right.",2018-05-26,"Ron Dicker - General Assignment Reporter, HuffPost",https://img.huffingtonpost.com/asset/5cd400b62100005900d41396.jpg?ops=100_100,0.0026692873798310757,0.7466530203819275,0.0
66,66.0,ENTERTAINMENT,Donald Trump Is Lovin' New McDonald's Jingle In 'Tonight Show' Bit,Ron Dicker,https://www.huffingtonpost.com/entry/donald-trump-mcondalds-tonight-show_us_5b093561e4b0fdb2aa53daba,"It's catchy, all right.",2018-05-26,,https://img.huffingtonpost.com/asset/62bb3d1d250000845032edbe.jpeg?ops=92_92,0.03558552637696266,0.6968693733215332,0.0
67,67.0,ENTERTAINMENT,Donald Trump Is Lovin' New McDonald's Jingle In 'Tonight Show' Bit,Ron Dicker,https://www.huffingtonpost.com/entry/donald-trump-mcondalds-tonight-show_us_5b093561e4b0fdb2aa53daba,"It's catchy, all right.",2018-05-26,,https://img.huffingtonpost.com/asset/62bae6ed210000bf375ee937.jpeg?cache=XvO6LwHdKL&ops=92_92,0.0477023608982563,0.04397817701101303,0.0
68,68.0,ENTERTAINMENT,Donald Trump Is Lovin' New McDonald's Jingle In 'Tonight Show' Bit,Ron Dicker,https://www.huffingtonpost.com/entry/donald-trump-mcondalds-tonight-show_us_5b093561e4b0fdb2aa53daba,"It's catchy, all right.",2018-05-26,,https://img.huffingtonpost.com/asset/62bad7102500002549474bca.jpeg?cache=DmFZo6tnRV&ops=92_92,0.9426860809326172,0.02318904548883438,0.0
69,69.0,ENTERTAINMENT,Donald Trump Is Lovin' New McDonald's Jingle In 'Tonight Show' Bit,Ron Dicker,https://www.huffingtonpost.com/entry/donald-trump-mcondalds-tonight-show_us_5b093561e4b0fdb2aa53daba,"It's catchy, all right.",2018-05-26,,https://img.huffingtonpost.com/asset/62bb42f12500000a38474c6a.jpeg?cache=2rpzBgHXMJ&ops=92_92,0.06642880290746689,0.012507602572441101,0.9210636019706726
70,70.0,ENTERTAINMENT,What To Watch On Amazon Prime That’s New This Week,Todd Van Luling,https://www.huffingtonpost.com/entry/amazon-prime-what-to-watch_us_5b044625e4b0c0b8b23ec14f,There's a great mini-series joining this week.,2018-05-26,"""The ABC Murders"" on Amazon Prime.",https://img.huffingtonpost.com/asset/5c51d7b42600000702faf030.jpeg?cache=Z97KfweoKN&ops=scalefit_720_noupscale,0.10691898316144943,0.6431199908256531,0.0
71,71.0,ENTERTAINMENT,What To Watch On Amazon Prime That’s New This Week,Todd Van Luling,https://www.huffingtonpost.com/entry/amazon-prime-what-to-watch_us_5b044625e4b0c0b8b23ec14f,There's a great mini-series joining this week.,2018-05-26,,https://img.huffingtonpost.com/asset/5c50d58823000004011fa30d.jpeg?ops=scalefit_720_noupscale,0.9845257997512817,0.015409278683364391,0.0
72,72.0,ENTERTAINMENT,What To Watch On Amazon Prime That’s New This Week,Todd Van Luling,https://www.huffingtonpost.com/entry/amazon-prime-what-to-watch_us_5b044625e4b0c0b8b23ec14f,There's a great mini-series joining this week.,2018-05-26,,https://img.huffingtonpost.com/asset/62b3924821000094355ee173.jpg?cache=uGf3THmUcO&ops=210_120,0.3388975262641907,0.6062232255935669,0.0
73,73.0,ENTERTAINMENT,What To Watch On Amazon Prime That’s New This Week,Todd Van Luling,https://www.huffingtonpost.com/entry/amazon-prime-what-to-watch_us_5b044625e4b0c0b8b23ec14f,There's a great mini-series joining this week.,2018-05-26,,https://img.huffingtonpost.com/asset/62b225812200006a2f4f74e3.jpg?cache=D9EiqWvinY&ops=210_120,0.479535311460495,0.5136289596557617,0.0
74,74.0,ENTERTAINMENT,What To Watch On Amazon Prime That’s New This Week,Todd Van Luling,https://www.huffingtonpost.com/entry/amazon-prime-what-to-watch_us_5b044625e4b0c0b8b23ec14f,There's a great mini-series joining this week.,2018-05-26,,https://img.huffingtonpost.com/asset/62b213b1250000a12e47428a.jpg?cache=1821VC00iG&ops=210_120,0.0001287015766138211,0.00024958516587503254,0.9996216297149658
75,75.0,ENTERTAINMENT,What To Watch On Amazon Prime That’s New This Week,Todd Van Luling,https://www.huffingtonpost.com/entry/amazon-prime-what-to-watch_us_5b044625e4b0c0b8b23ec14f,There's a great mini-series joining this week.,2018-05-26,"Todd Van Luling - Senior Culture Reporter, HuffPost",https://img.huffingtonpost.com/asset/5e5b285f2300000e0d0bf664.jpg?ops=100_100,0.09734396636486053,0.6821238398551941,0.0
76,76.0,ENTERTAINMENT,What To Watch On Amazon Prime That’s New This Week,Todd Van Luling,https://www.huffingtonpost.com/entry/amazon-prime-what-to-watch_us_5b044625e4b0c0b8b23ec14f,There's a great mini-series joining this week.,2018-05-26,,https://img.huffingtonpost.com/asset/62a768df210000b1215ed5ac.png?cache=pxmi4p7rbt&ops=280_280,0.03538323566317558,0.7377739548683167,0.0
77,77.0,ENTERTAINMENT,What To Watch On Amazon Prime That’s New This Week,Todd Van Luling,https://www.huffingtonpost.com/entry/amazon-prime-what-to-watch_us_5b044625e4b0c0b8b23ec14f,There's a great mini-series joining this week.,2018-05-26,,https://img.huffingtonpost.com/asset/62a768df210000b1215ed5ac.png?cache=pxmi4p7rbt&ops=434_244,0.021513545885682106,0.3943740427494049,0.0
78,78.0,ENTERTAINMENT,What To Watch On Amazon Prime That’s New This Week,Todd Van Luling,https://www.huffingtonpost.com/entry/amazon-prime-what-to-watch_us_5b044625e4b0c0b8b23ec14f,There's a great mini-series joining this week.,2018-05-26,,https://img.huffingtonpost.com/asset/62a267662100008d185ed263.jpeg?cache=xmDIwNYWEr&ops=280_280,0.020508352667093277,0.4534812569618225,0.0
79,79.0,ENTERTAINMENT,What To Watch On Amazon Prime That’s New This Week,Todd Van Luling,https://www.huffingtonpost.com/entry/amazon-prime-what-to-watch_us_5b044625e4b0c0b8b23ec14f,There's a great mini-series joining this week.,2018-05-26,,https://img.huffingtonpost.com/asset/62a267662100008d185ed263.jpeg?cache=xmDIwNYWEr&ops=434_244,0.001131944009102881,0.9300952553749084,0.06877279281616211
80,80.0,ENTERTAINMENT,Mike Myers Reveals He'd 'Like To' Do A Fourth Austin Powers Film,Andy McDonald,https://www.huffingtonpost.com/entry/mike-myers-reveals-he-wants-to-do-a-fourth-austin-powers-film_us_5b096198e4b0802d69cb9f15,"Myer's kids may be pushing for a new ""Powers"" film more than anyone.",2018-05-26,Andy McDonald,https://img.huffingtonpost.com/asset/55f1b6b3170000b900569da5.jpg?ops=100_100,0.8762853741645813,0.10808318853378296,0.0
81,81.0,ENTERTAINMENT,Mike Myers Reveals He'd 'Like To' Do A Fourth Austin Powers Film,Andy McDonald,https://www.huffingtonpost.com/entry/mike-myers-reveals-he-wants-to-do-a-fourth-austin-powers-film_us_5b096198e4b0802d69cb9f15,"Myer's kids may be pushing for a new ""Powers"" film more than anyone.",2018-05-26,,https://img.huffingtonpost.com/asset/62b3e0c4210000be375ee1a0.jpg?cache=t8P57DwIZv&ops=210_120,6.969706873860559e-07,0.7970359325408936,0.0
82,82.0,ENTERTAINMENT,Mike Myers Reveals He'd 'Like To' Do A Fourth Austin Powers Film,Andy McDonald,https://www.huffingtonpost.com/entry/mike-myers-reveals-he-wants-to-do-a-fourth-austin-powers-film_us_5b096198e4b0802d69cb9f15,"Myer's kids may be pushing for a new ""Powers"" film more than anyone.",2018-05-26,,https://img.huffingtonpost.com/asset/62b357c22500006e3a32e5a3.jpeg?ops=210_120,3.948175799450837e-05,0.9759638905525208,0.0
83,83.0,ENTERTAINMENT,Mike Myers Reveals He'd 'Like To' Do A Fourth Austin Powers Film,Andy McDonald,https://www.huffingtonpost.com/entry/mike-myers-reveals-he-wants-to-do-a-fourth-austin-powers-film_us_5b096198e4b0802d69cb9f15,"Myer's kids may be pushing for a new ""Powers"" film more than anyone.",2018-05-26,,https://img.huffingtonpost.com/asset/62b40824250000ea3047447a.png?cache=GsOXLr5R8I&ops=210_120,0.00024844257859513164,0.20414018630981445,0.7956113815307617
84,84.0,ENTERTAINMENT,Mike Myers Reveals He'd 'Like To' Do A Fourth Austin Powers Film,Andy McDonald,https://www.huffingtonpost.com/entry/mike-myers-reveals-he-wants-to-do-a-fourth-austin-powers-film_us_5b096198e4b0802d69cb9f15,"Myer's kids may be pushing for a new ""Powers"" film more than anyone.",2018-05-26,"Andy McDonald - Writer, HuffPost",https://img.huffingtonpost.com/asset/55f1b6b3170000b900569da5.jpg?ops=100_100,0.014308570884168148,0.5604915022850037,0.0
85,85.0,ENTERTAINMENT,Mike Myers Reveals He'd 'Like To' Do A Fourth Austin Powers Film,Andy McDonald,https://www.huffingtonpost.com/entry/mike-myers-reveals-he-wants-to-do-a-fourth-austin-powers-film_us_5b096198e4b0802d69cb9f15,"Myer's kids may be pushing for a new ""Powers"" film more than anyone.",2018-05-26,,https://img.huffingtonpost.com/asset/62bb3d1d250000845032edbe.jpeg?ops=92_92,0.47630709409713745,0.46258345246315,0.0
86,86.0,ENTERTAINMENT,Mike Myers Reveals He'd 'Like To' Do A Fourth Austin Powers Film,Andy McDonald,https://www.huffingtonpost.com/entry/mike-myers-reveals-he-wants-to-do-a-fourth-austin-powers-film_us_5b096198e4b0802d69cb9f15,"Myer's kids may be pushing for a new ""Powers"" film more than anyone.",2018-05-26,,https://img.huffingtonpost.com/asset/62bae6ed210000bf375ee937.jpeg?cache=XvO6LwHdKL&ops=92_92,0.0005073085776530206,0.3329561650753021,0.0
87,87.0,ENTERTAINMENT,Mike Myers Reveals He'd 'Like To' Do A Fourth Austin Powers Film,Andy McDonald,https://www.huffingtonpost.com/entry/mike-myers-reveals-he-wants-to-do-a-fourth-austin-powers-film_us_5b096198e4b0802d69cb9f15,"Myer's kids may be pushing for a new ""Powers"" film more than anyone.",2018-05-26,,https://img.huffingtonpost.com/asset/62bad7102500002549474bca.jpeg?cache=DmFZo6tnRV&ops=92_92,0.02219603769481182,0.36358165740966797,0.0
88,88.0,ENTERTAINMENT,Mike Myers Reveals He'd 'Like To' Do A Fourth Austin Powers Film,Andy McDonald,https://www.huffingtonpost.com/entry/mike-myers-reveals-he-wants-to-do-a-fourth-austin-powers-film_us_5b096198e4b0802d69cb9f15,"Myer's kids may be pushing for a new ""Powers"" film more than anyone.",2018-05-26,,https://img.huffingtonpost.com/asset/62bb42f12500000a38474c6a.jpeg?cache=2rpzBgHXMJ&ops=92_92,0.0008841959061101079,0.2604209780693054,0.0
89,89.0,ENTERTAINMENT,Mike Myers Reveals He'd 'Like To' Do A Fourth Austin Powers Film,Andy McDonald,https://www.huffingtonpost.com/entry/mike-myers-reveals-he-wants-to-do-a-fourth-austin-powers-film_us_5b096198e4b0802d69cb9f15,"Myer's kids may be pushing for a new ""Powers"" film more than anyone.",2018-05-26,,https://img.huffingtonpost.com/asset/62bacdd82500000745474bc0.jpeg?ops=92_92,0.039553042501211166,0.08850802481174469,0.871938943862915
90,90.0,ENTERTAINMENT,What To Watch On Hulu That’s New This Week,Todd Van Luling,https://www.huffingtonpost.com/entry/hulu-what-to-watch_us_5b0445bae4b0c0b8b23ec046,You're getting a recent Academy Award-winning movie.,2018-05-26,Todd Van Luling,https://img.huffingtonpost.com/asset/5e5b285f2300000e0d0bf664.jpg?ops=100_100,7.555736829090165e-06,2.4897995899664238e-05,0.9999675750732422
91,91.0,ENTERTAINMENT,What To Watch On Hulu That’s New This Week,Todd Van Luling,https://www.huffingtonpost.com/entry/hulu-what-to-watch_us_5b0445bae4b0c0b8b23ec046,You're getting a recent Academy Award-winning movie.,2018-05-26,"""Moonrise Kingdom"" comes to Hulu.",https://img.huffingtonpost.com/asset/5b9aad16240000320052a1dd.jpeg?ops=scalefit_720_noupscale,0.2657306492328644,0.32657134532928467,0.0
92,92.0,ENTERTAINMENT,What To Watch On Hulu That’s New This Week,Todd Van Luling,https://www.huffingtonpost.com/entry/hulu-what-to-watch_us_5b0445bae4b0c0b8b23ec046,You're getting a recent Academy Award-winning movie.,2018-05-26,,https://img.huffingtonpost.com/asset/5b9aaf03240000320052a1df.jpeg?ops=scalefit_720_noupscale,0.7260316610336304,0.2535417973995209,0.0
93,93.0,ENTERTAINMENT,What To Watch On Hulu That’s New This Week,Todd Van Luling,https://www.huffingtonpost.com/entry/hulu-what-to-watch_us_5b0445bae4b0c0b8b23ec046,You're getting a recent Academy Award-winning movie.,2018-05-26,,https://img.huffingtonpost.com/asset/62b20b9e250000290a32e42c.png?cache=M0Y7uXHYuF&ops=210_120,0.9421851634979248,0.05582057312130928,0.0
94,94.0,ENTERTAINMENT,What To Watch On Hulu That’s New This Week,Todd Van Luling,https://www.huffingtonpost.com/entry/hulu-what-to-watch_us_5b0445bae4b0c0b8b23ec046,You're getting a recent Academy Award-winning movie.,2018-05-26,,https://img.huffingtonpost.com/asset/62b213b1250000a12e47428a.jpg?cache=1821VC00iG&ops=210_120,0.19912442564964294,0.23214954137802124,0.0
95,95.0,ENTERTAINMENT,What To Watch On Hulu That’s New This Week,Todd Van Luling,https://www.huffingtonpost.com/entry/hulu-what-to-watch_us_5b0445bae4b0c0b8b23ec046,You're getting a recent Academy Award-winning movie.,2018-05-26,,https://img.huffingtonpost.com/asset/62b7ebfc250000793e32eaad.jpeg?cache=3hz0xKfMMs&ops=210_120,0.00019726360915228724,0.00044141762191429734,0.9993613362312317
96,96.0,ENTERTAINMENT,What To Watch On Hulu That’s New This Week,Todd Van Luling,https://www.huffingtonpost.com/entry/hulu-what-to-watch_us_5b0445bae4b0c0b8b23ec046,You're getting a recent Academy Award-winning movie.,2018-05-26,"Todd Van Luling - Senior Culture Reporter, HuffPost",https://img.huffingtonpost.com/asset/5e5b285f2300000e0d0bf664.jpg?ops=100_100,0.2646593451499939,0.5138168931007385,0.0
97,97.0,ENTERTAINMENT,What To Watch On Hulu That’s New This Week,Todd Van Luling,https://www.huffingtonpost.com/entry/hulu-what-to-watch_us_5b0445bae4b0c0b8b23ec046,You're getting a recent Academy Award-winning movie.,2018-05-26,,https://img.huffingtonpost.com/asset/62bb3d1d250000845032edbe.jpeg?ops=92_92,0.45411816239356995,0.4870889484882355,0.0
98,98.0,ENTERTAINMENT,What To Watch On Hulu That’s New This Week,Todd Van Luling,https://www.huffingtonpost.com/entry/hulu-what-to-watch_us_5b0445bae4b0c0b8b23ec046,You're getting a recent Academy Award-winning movie.,2018-05-26,,https://img.huffingtonpost.com/asset/62bae6ed210000bf375ee937.jpeg?cache=XvO6LwHdKL&ops=92_92,0.15320079028606415,0.21310025453567505,0.0
99,99.0,ENTERTAINMENT,What To Watch On Hulu That’s New This Week,Todd Van Luling,https://www.huffingtonpost.com/entry/hulu-what-to-watch_us_5b0445bae4b0c0b8b23ec046,You're getting a recent Academy Award-winning movie.,2018-05-26,,https://img.huffingtonpost.com/asset/62bad7102500002549474bca.jpeg?cache=DmFZo6tnRV&ops=92_92,,,
